Ore Name,ItemStack,Item ID,Display Name,Wildcard
dustSpace,1xitem.TritonStoneDust@0,dreamcraft:item.TritonStoneDust,Triton Stone Dust,false
dustSpace,1xitem.VegaBStoneDust@0,dreamcraft:item.VegaBStoneDust,Vega B Stone Dust,false
dustSpace,1xitem.VenusStoneDust@0,dreamcraft:item.VenusStoneDust,Venus Stone Dust,false
dustSpace,1xitem.GlowstoneDusts@0,GalaxySpace:item.GlowstoneDusts,Ceres Glowstone Dust,false
dustSpace,1xitem.GlowstoneDusts@1,GalaxySpace:item.GlowstoneDusts,Io Glowstone Dust,false
dustSpace,1xitem.GlowstoneDusts@2,GalaxySpace:item.GlowstoneDusts,Enceladus Glowstone Dust,false
dustSpace,1xitem.GlowstoneDusts@3,GalaxySpace:item.GlowstoneDusts,Proteus Glowstone Dust,false
dustSpace,1xitem.GlowstoneDusts@4,GalaxySpace:item.GlowstoneDusts,Pluto Glowstone Dust,false
dustSpaceTime,1xgt.metaitem.01@2588,gregtech:gt.metaitem.01,SpaceTime Dust,false
dustSpessartine,1xgt.metaitem.01@2838,gregtech:gt.metaitem.01,Spessartine Dust,false
dustSphalerite,1xgt.metaitem.01@2839,gregtech:gt.metaitem.01,Sphalerite Dust,false
dustSpodumene,1xgt.metaitem.01@2920,gregtech:gt.metaitem.01,Spodumene Dust,false
dustStaballoy,1xitem.itemDustStaballoy@0,miscutils:itemDustStaballoy,Staballoy Dust,false
dustStainlessSteel,1xgt.metaitem.01@2306,gregtech:gt.metaitem.01,Stainless Steel Dust,false
dustStargate,1xgt.bwMetaGenerateddust@25201,bartworks:gt.bwMetaGenerateddust,Stargate Dust,false
dustStaurolite,1xgt.metaitem.01@2168,gregtech:gt.metaitem.01,Staurolite Dust,false
dustSteel,1xgt.metaitem.01@2305,gregtech:gt.metaitem.01,Steel Dust,false
dustSteelMagnetic,1xgt.metaitem.01@2355,gregtech:gt.metaitem.01,Magnetic Steel Dust,false
dustSteeleaf,1xgt.metaitem.01@2339,gregtech:gt.metaitem.01,Steeleaf Dust,false
dustStellarAlloy,1xgt.metaitem.01@2405,gregtech:gt.metaitem.01,Stellar Alloy Dust,false
dustStellite,1xitem.itemDustStellite@0,miscutils:itemDustStellite,Stellite Dust,false
dustSterlingSilver,1xgt.metaitem.01@2350,gregtech:gt.metaitem.01,Sterling Silver Dust,false
dustStibnite,1xgt.metaitem.01@2945,gregtech:gt.metaitem.01,Stibnite Dust,false
dustStone,1xic2.itemDust@9,IC2:itemDust,Stone Dust,false
dustStone,1xgt.metaitem.01@2299,gregtech:gt.metaitem.01,Stone Dust,false
dustStrontium,1xgt.metaitem.01@2044,gregtech:gt.metaitem.01,Strontium Dust,false
dustStrontiumHydroxide,1xitem.itemDustStrontiumHydroxide@0,miscutils:itemDustStrontiumHydroxide,Strontium Hydroxide Dust,false
dustStrontiumOxide,1xitem.itemDustStrontiumOxide@0,miscutils:itemDustStrontiumOxide,Strontium Oxide Dust,false
dustStronze,1xgt.bwMetaGenerateddust@25110,bartworks:gt.bwMetaGenerateddust,Stronze Dust,false
dustStyreneButadieneRubber,1xgt.metaitem.01@2635,gregtech:gt.metaitem.01,Styrene-Butadiene Rubber Pulp,false
dustSuccinicAcid,1xgt.bwMetaGenerateddust@25038,bartworks:gt.bwMetaGenerateddust,Succinic Acid Dust,false
dustSuccinicAnhydride,1xgt.bwMetaGenerateddust@25020,bartworks:gt.bwMetaGenerateddust,Succinic Anhydride Dust,false
dustSuccinimidylAcetate,1xgt.bwMetaGenerateddust@25017,bartworks:gt.bwMetaGenerateddust,Succinimidyl Acetate Dust,false
dustSugar,1xitem.sugar@0,minecraft:sugar,Sugar,false
dustSulfur,1xic2.itemDust@13,IC2:itemDust,Sulfur Dust,false
dustSulfur,1xitem.barleyFood@4,Natura:barleyFood,Sulfur,false
dustSulfur,1xgt.metaitem.01@2022,gregtech:gt.metaitem.01,Sulfur Dust,false
dustSulfur,1xitem.Sulfur@0,GalaxySpace:item.Sulfur,Sulfur,false
dustSulphur,1xitem.barleyFood@4,Natura:barleyFood,Sulfur,false
dustSunnarium,1xgt.metaitem.01@2318,gregtech:gt.metaitem.01,Sunnarium Dust,false
dustSuperconductorUEVBase,1xgt.metaitem.01@2974,gregtech:gt.metaitem.01,Superconductor Base UEV Dust,false
dustSuperconductorUIVBase,1xgt.metaitem.01@2131,gregtech:gt.metaitem.01,Superconductor Base UIV Dust,false
dustSuperconductorUMVBase,1xgt.metaitem.01@2134,gregtech:gt.metaitem.01,Superconductor Base UMV Dust,false
dustTCetiEStone,1xitem.TCetiEStoneDust@0,dreamcraft:item.TCetiEStoneDust,Tceti E Stone Dust,false
dustTPVAlloy,1xgt.metaitem.01@2576,gregtech:gt.metaitem.01,TPV-Alloy Dust,false
dustTairitsu,1xgt.bwMetaGenerateddust@10106,bartworks:gt.bwMetaGenerateddust,Tairitsu Dust,false
dustTalc,1xgt.metaitem.01@2902,gregtech:gt.metaitem.01,Talc,false
dustTalonite,1xitem.itemDustTalonite@0,miscutils:itemDustTalonite,Talonite Dust,false
dustTanmolyiumBeta-C,1xgt.bwMetaGenerateddust@10103,bartworks:gt.bwMetaGenerateddust,Tanmolyium Beta-C Dust,false
dustTantalite,1xgt.metaitem.01@2921,gregtech:gt.metaitem.01,Tantalite Dust,false
dustTantalloy60,1xitem.itemDustTantalloy60@0,miscutils:itemDustTantalloy60,Tantalloy-60 Dust,false
dustTantalloy61,1xitem.itemDustTantalloy61@0,miscutils:itemDustTantalloy61,Tantalloy-61 Dust,false
dustTantalum,1xgt.metaitem.01@2080,gregtech:gt.metaitem.01,Tantalum Dust,false
dustTantalumCarbide,1xitem.itemDustTantalumCarbide@0,miscutils:itemDustTantalumCarbide,Tantalum Carbide Dust,false
dustTantalumCarbide/HafniumCarbideMixture,1xgt.bwMetaGenerateddust@11502,bartworks:gt.bwMetaGenerateddust,Tantalum Carbide / Hafnium Carbide Mixture Dust,false
dustTantalumHafniumCarbide,1xgt.bwMetaGenerateddust@11503,bartworks:gt.bwMetaGenerateddust,Tantalum Hafnium Carbide Dust,false
dustTanzanite,1xgt.metaitem.01@2508,gregtech:gt.metaitem.01,Tanzanite Dust,false
dustTartarite,1xgt.metaitem.01@2956,gregtech:gt.metaitem.01,Tartarite Dust,false
dustTcetiE,1xitem.TCetiEStoneDust@0,dreamcraft:item.TCetiEStoneDust,Tceti E Stone Dust,false
dustTechnetium,1xgt.bwMetaGenerateddust@25077,bartworks:gt.bwMetaGenerateddust,Technetium Dust,false
dustTechnetiumHexafluoride,1xitem.itemDustTechnetiumHexafluoride@0,miscutils:itemDustTechnetiumHexafluoride,Technetium Hexafluoride Dust,false
dustTellurium,1xgt.metaitem.01@2059,gregtech:gt.metaitem.01,Tellurium Dust,false
dustTellurium(IV)Oxide,1xgt.bwMetaGenerateddust@11304,bartworks:gt.bwMetaGenerateddust,Tellurium (IV) Oxide Dust,false
dustTellurium-Molybdenum-OxideCatalyst,1xgt.bwMetaGenerateddust@11303,bartworks:gt.bwMetaGenerateddust,Tellurium-Molybdenum-Oxide Catalyst Dust,false
dustTemagamite,1xgt.bwMetaGenerateddust@94,bartworks:gt.bwMetaGenerateddust,Temagamite Dust,false
dustTengamAttuned,1xgt.metaitem.01@2112,gregtech:gt.metaitem.01,Attuned Tengam Dust,false
dustTengamPurified,1xgt.metaitem.01@2111,gregtech:gt.metaitem.01,Purified Tengam Dust,false
dustTengamRaw,1xgt.metaitem.01@2110,gregtech:gt.metaitem.01,Raw Tengam Dust,false
dustTennessine,1xgt.bwMetaGenerateddust@25087,bartworks:gt.bwMetaGenerateddust,Tennessine Dust,false
dustTerbium,1xgt.metaitem.01@2072,gregtech:gt.metaitem.01,Terbium Dust,false
dustTerbiumNitrate,1xgt.bwMetaGenerateddust@11127,bartworks:gt.bwMetaGenerateddust,Terbium Nitrate Dust,false
dustTerbiumOreConcentrate,1xgt.bwMetaGenerateddust@11453,bartworks:gt.bwMetaGenerateddust,Terbium Ore Concentrate Dust,false
dustTerbiumOxide,1xgt.bwMetaGenerateddust@25064,bartworks:gt.bwMetaGenerateddust,Terbium Oxide Dust,false
dustTerephthaloylChloride,1xgt.metaitem.01@2782,gregtech:gt.metaitem.01,Terephthaloyl Chloride Dust,false
dustTerlinguaite,1xgt.bwMetaGenerateddust@95,bartworks:gt.bwMetaGenerateddust,Terlinguaite Dust,false
dustTerrasteel,1xgt.metaitem.01@2202,gregtech:gt.metaitem.01,Terrasteel Dust,false
dustTetraacetyldinitrohexaazaisowurtzitane,1xgt.bwMetaGenerateddust@25008,bartworks:gt.bwMetaGenerateddust,Tetraacetyldinitrohexaazaisowurtzitane Dust,false
dustTetrahedrite,1xgt.metaitem.01@2840,gregtech:gt.metaitem.01,Tetrahedrite Dust,false
dustTetraindiumditindibariumtitaniumheptacoppertetrakaidekaoxid,1xgt.metaitem.01@2991,gregtech:gt.metaitem.01,Superconductor Base LuV Dust,false
dustTetranaquadahdiindiumhexaplatiumosminid,1xgt.metaitem.01@2992,gregtech:gt.metaitem.01,Superconductor Base ZPM Dust,false
dustThallium,1xitem.itemDustThallium@0,miscutils:itemDustThallium,Thallium Dust,false
dustThaumium,1xgt.metaitem.01@2330,gregtech:gt.metaitem.01,Thaumium Dust,false
dustThorianite,1xgt.bwMetaGenerateddust@18,bartworks:gt.bwMetaGenerateddust,Thorianite Dust,false
dustThorium,1xgt.metaitem.01@2096,gregtech:gt.metaitem.01,Thorium Dust,false
dustThorium-PhosphateCake,1xgt.bwMetaGenerateddust@11037,bartworks:gt.bwMetaGenerateddust,Thorium-Phosphate Cake Dust,false
dustThorium-PhosphateConcentrate,1xgt.bwMetaGenerateddust@11038,bartworks:gt.bwMetaGenerateddust,Thorium-Phosphate Concentrate Dust,false
dustThorium232,1xgt.bwMetaGenerateddust@30,bartworks:gt.bwMetaGenerateddust,Thorium 232 Dust,false
dustThorium234,1xgt.bwMetaGenerateddust@11352,bartworks:gt.bwMetaGenerateddust,Thorium 234 Dust,false
dustThoriumHexafluoride,1xitem.itemDustThoriumHexafluoride@0,miscutils:itemDustThoriumHexafluoride,Thorium Hexafluoride Dust,false
dustThoriumHydroxide,1xgt.bwMetaGenerateddust@10017,bartworks:gt.bwMetaGenerateddust,Thorium Hydroxide Dust,false
dustThoriumOxalate,1xgt.bwMetaGenerateddust@10016,bartworks:gt.bwMetaGenerateddust,Thorium Oxalate Dust,false
dustThoriumTetrafluoride,1xitem.itemDustThoriumTetrafluoride@0,miscutils:itemDustThoriumTetrafluoride,Thorium Tetrafluoride Dust,false
dustThulium,1xgt.metaitem.01@2076,gregtech:gt.metaitem.01,Thulium Dust,false
dustThuliumOreConcentrate,1xgt.bwMetaGenerateddust@11457,bartworks:gt.bwMetaGenerateddust,Thulium Ore Concentrate Dust,false
dustThuliumOxide,1xgt.bwMetaGenerateddust@25068,bartworks:gt.bwMetaGenerateddust,Thulium Oxide Dust,false
dustTiberium,1xgt.bwMetaGenerateddust@89,bartworks:gt.bwMetaGenerateddust,Tiberium Dust,false
dustTin,1xic2.itemDust@7,IC2:itemDust,Tin Dust,false
dustTin,1xgt.metaitem.01@2057,gregtech:gt.metaitem.01,Tin Dust,false
dustTinAlloy,1xgt.metaitem.01@2363,gregtech:gt.metaitem.01,Tin Alloy Dust,false
dustTiny2Butin14diol,1xgt.metaitem.01@773,gregtech:gt.metaitem.01,"Tiny Pile of 2-Butin-1,4-diol Dust",false
dustTinyAbyssalAlloy,1xitem.itemDustTinyAbyssalAlloy@0,miscutils:itemDustTinyAbyssalAlloy,Tiny Pile of Abyssal Alloy Dust,false
dustTinyAcetonitrile,1xgt.bwMetaGenerateddustTiny@25034,bartworks:gt.bwMetaGenerateddustTiny,Tiny Pile of Acetonitrile Dust,false
dustTinyAcid-LeachedBastnasiteRareEarthOxides,1xgt.bwMetaGenerateddustTiny@11108,bartworks:gt.bwMetaGenerateddustTiny,Tiny Pile of Acid-Leached Bastnasite Rare Earth Oxides Dust,false
dustTinyAcidicMonazitePowder,1xgt.bwMetaGenerateddustTiny@11020,bartworks:gt.bwMetaGenerateddustTiny,Tiny Pile of Acidic Monazite Powder Dust,false
dustTinyAcrylonitrileButadieneStyrene,1xgt.bwMetaGenerateddustTiny@25024,bartworks:gt.bwMetaGenerateddustTiny,Tiny Pile of Acrylonitrile Butadiene Styrene Dust,false
dustTinyActinium,1xgt.bwMetaGenerateddustTiny@25073,bartworks:gt.bwMetaGenerateddustTiny,Tiny Pile of Actinium Dust,false
dustTinyActivatedCarbon,1xgt.metaitem.01@563,gregtech:gt.metaitem.01,Tiny Pile of Activated Carbon Dust,false
dustTinyAdamantine,1xgt.bwMetaGenerateddustTiny@10066,bartworks:gt.bwMetaGenerateddustTiny,Tiny Pile of Adamantine Dust,false
dustTinyAdamantium,1xgt.metaitem.01@319,gregtech:gt.metaitem.01,Tiny Pile of Adamantium Dust,false
dustTinyAdamantiumAlloy,1xgt.bwMetaGenerateddustTiny@10085,bartworks:gt.bwMetaGenerateddustTiny,Tiny Pile of Adamantium Alloy Dust,false
dustTinyAdemicSteel,1xgt.bwMetaGenerateddustTiny@96,bartworks:gt.bwMetaGenerateddustTiny,Tiny Pile of Ademic Steel Dust,false
dustTinyAdvancedNitinol,1xitem.itemDustTinyAdvancedNitinol@0,miscutils:itemDustTinyAdvancedNitinol,Tiny Pile of Advanced Nitinol Dust,false
dustTinyAgarditeCd,1xitem.itemDustTinyAgarditeCd@0,miscutils:itemDustTinyAgarditeCd,Tiny Pile of Agardite (Cd) Dust,false
dustTinyAgarditeLa,1xitem.itemDustTinyAgarditeLa@0,miscutils:itemDustTinyAgarditeLa,Tiny Pile of Agardite (La) Dust,false
dustTinyAgarditeNd,1xitem.itemDustTinyAgarditeNd@0,miscutils:itemDustTinyAgarditeNd,Tiny Pile of Agardite (Nd) Dust,false
dustTinyAgarditeY,1xitem.itemDustTinyAgarditeY@0,miscutils:itemDustTinyAgarditeY,Tiny Pile of Agardite (Y) Dust,false
dustTinyAlburnite,1xitem.itemDustTinyAlburnite@0,miscutils:itemDustTinyAlburnite,Tiny Pile of Alburnite Dust,false
dustTinyAlduorite,1xgt.metaitem.01@485,gregtech:gt.metaitem.01,Tiny Pile of Alduorite Dust,false
dustTinyAlmandine,1xgt.metaitem.01@820,gregtech:gt.metaitem.01,Tiny Pile of Almandine Dust,false
dustTinyAlumina,1xgt.metaitem.01@697,gregtech:gt.metaitem.01,Tiny Pile of Alumina Dust,false
dustTinyAluminium,1xgt.metaitem.01@19,gregtech:gt.metaitem.01,Tiny Pile of Aluminium Dust,false
dustTinyAluminiumHydroxide,1xgt.metaitem.01@698,gregtech:gt.metaitem.01,Tiny Pile of Aluminium Hydroxide Dust,false
dustTinyAluminiumfluoride,1xgt.metaitem.01@969,gregtech:gt.metaitem.01,Tiny Pile of Aluminium Fluoride Dust,false
dustTinyAlumite,1xgt.metaitem.01@400,gregtech:gt.metaitem.01,Tiny Pile of Obzinite Dust,false
dustTinyAlunite,1xgt.metaitem.01@911,gregtech:gt.metaitem.01,Tiny Pile of Alunite Dust,false
dustTinyAmber,1xgt.metaitem.01@514,gregtech:gt.metaitem.01,Tiny Pile of Amber Dust,false
dustTinyAmericium,1xgt.metaitem.01@103,gregtech:gt.metaitem.01,Tiny Pile of Americium Dust,false
dustTinyAmethyst,1xgt.metaitem.01@509,gregtech:gt.metaitem.01,Tiny Pile of Amethyst Dust,false
dustTinyAmmoniumBifluoride,1xitem.itemDustTinyAmmoniumBifluoride@0,miscutils:itemDustTinyAmmoniumBifluoride,Tiny Pile of Ammonium Bifluoride Dust,false
dustTinyAmmoniumChloride,1xgt.bwMetaGenerateddustTiny@25035,bartworks:gt.bwMetaGenerateddustTiny,Tiny Pile of Ammonium Chloride Dust,false
dustTinyAmmoniumNitrate,1xitem.itemDustTinyAmmoniumNitrate@0,miscutils:itemDustTinyAmmoniumNitrate,Tiny Pile of Ammonium Nitrate Dust,false
dustTinyAmmoniumNitrate,1xgt.bwMetaGenerateddustTiny@29903,bartworks:gt.bwMetaGenerateddustTiny,Tiny Pile of Ammonium Nitrate Dust,false
dustTinyAncientGranite,1xitem.itemDustTinyAncientGranite@0,miscutils:itemDustTinyAncientGranite,Tiny Pile of Ancient Granite Dust,false
dustTinyAndradite,1xgt.metaitem.01@821,gregtech:gt.metaitem.01,Tiny Pile of Andradite Dust,false
dustTinyAnnealedCopper,1xgt.metaitem.01@345,gregtech:gt.metaitem.01,Tiny Pile of Annealed Copper Dust,false
dustTinyAntimony,1xgt.metaitem.01@58,gregtech:gt.metaitem.01,Tiny Pile of Antimony Dust,false
dustTinyAntimonyTrioxide,1xgt.metaitem.01@618,gregtech:gt.metaitem.01,Tiny Pile of Antimony Trioxide Dust,false
dustTinyAnyBronze,1xic2.itemDustSmall@8,IC2:itemDustSmall,Tiny Pile of Bronze Dust,false
dustTinyAnyBronze,1xgt.metaitem.01@300,gregtech:gt.metaitem.01,Tiny Pile of Bronze Dust,false
dustTinyAnyCopper,1xic2.itemDustSmall@1,IC2:itemDustSmall,Tiny Pile of Copper Dust,false
dustTinyAnyCopper,1xgt.metaitem.01@35,gregtech:gt.metaitem.01,Tiny Pile of Copper Dust,false
dustTinyAnyCopper,1xgt.metaitem.01@345,gregtech:gt.metaitem.01,Tiny Pile of Annealed Copper Dust,false
dustTinyAnyIron,1xic2.itemDustSmall@0,IC2:itemDustSmall,Tiny Pile of Iron Dust,false
dustTinyAnyIron,1xgt.metaitem.01@32,gregtech:gt.metaitem.01,Tiny Pile of Iron Dust,false
dustTinyAnyIron,1xgt.metaitem.01@304,gregtech:gt.metaitem.01,Tiny Pile of Wrought Iron Dust,false
dustTinyAnyIron,1xgt.metaitem.01@307,gregtech:gt.metaitem.01,Tiny Pile of Pig Iron Dust,false
dustTinyAnyRubber,1xgt.metaitem.01@471,gregtech:gt.metaitem.01,Tiny Pile of Silicone Rubber Pulp,false
dustTinyAnyRubber,1xgt.metaitem.01@635,gregtech:gt.metaitem.01,Tiny Pile of Styrene-Butadiene Rubber Pulp,false
dustTinyAnyRubber,1xgt.metaitem.01@880,gregtech:gt.metaitem.01,Tiny Pile of Rubber Pulp,false
dustTinyAnySyntheticRubber,1xgt.metaitem.01@471,gregtech:gt.metaitem.01,Tiny Pile of Silicone Rubber Pulp,false
dustTinyAnySyntheticRubber,1xgt.metaitem.01@635,gregtech:gt.metaitem.01,Tiny Pile of Styrene-Butadiene Rubber Pulp,false
dustTinyApatite,1xgt.metaitem.01@530,gregtech:gt.metaitem.01,Tiny Pile of Apatite Dust,false
dustTinyArcanite,1xitem.itemDustTinyArcanite@0,miscutils:itemDustTinyArcanite,Tiny Pile of Arcanite Dust,false
dustTinyArceusAlloy2B,1xitem.itemDustTinyArceusAlloy2B@0,miscutils:itemDustTinyArceusAlloy2B,Tiny Pile of Arceus Alloy 2B Dust,false
dustTinyArdite,1xgt.metaitem.01@382,gregtech:gt.metaitem.01,Tiny Pile of Ardite Dust,false
dustTinyArsenic,1xgt.metaitem.01@39,gregtech:gt.metaitem.01,Tiny Pile of Arsenic Dust,false
dustTinyArsenicTrioxide,1xgt.metaitem.01@615,gregtech:gt.metaitem.01,Tiny Pile of Arsenic Trioxide Dust,false
dustTinyArsenopyrite,1xgt.bwMetaGenerateddustTiny@10,bartworks:gt.bwMetaGenerateddustTiny,Tiny Pile of Arsenopyrite Dust,false
dustTinyArtherium-Sn,1xgt.bwMetaGenerateddustTiny@10102,bartworks:gt.bwMetaGenerateddustTiny,Tiny Pile of Artherium-Sn Dust,false
dustTinyAsbestos,1xgt.metaitem.01@946,gregtech:gt.metaitem.01,Tiny Pile of Asbestos Dust,false
dustTinyAsh,1xgt.metaitem.01@815,gregtech:gt.metaitem.01,Tiny Pile of Ashes,false
dustTinyAstatine,1xgt.bwMetaGenerateddustTiny@25086,bartworks:gt.bwMetaGenerateddustTiny,Tiny Pile of Astatine Dust,false
dustTinyAstralSilver,1xgt.metaitem.01@333,gregtech:gt.metaitem.01,Tiny Pile of Astral Silver Dust,false
dustTinyAstralTitanium,1xitem.itemDustTinyAstralTitanium@0,miscutils:itemDustTinyAstralTitanium,Tiny Pile of Astral Titanium Dust,false
dustTinyAtheneite,1xgt.bwMetaGenerateddustTiny@93,bartworks:gt.bwMetaGenerateddustTiny,Tiny Pile of Atheneite Dust,false
dustTinyAtomicSeparationCatalyst,1xgt.bwMetaGenerateddustTiny@10022,bartworks:gt.bwMetaGenerateddustTiny,Tiny Pile of Atomic Separation Catalyst Dust,false
dustTinyAxonisAlloy,1xgt.metaitem.01@261,gregtech:gt.metaitem.01,Tiny Pile of Axonis Alloy Dust,false
dustTinyAxonium,1xgt.metaitem.01@262,gregtech:gt.metaitem.01,Tiny Pile of Axonium Dust,false
dustTinyBArTiMaEuSNeK,1xgt.bwMetaGenerateddustTiny@43,bartworks:gt.bwMetaGenerateddustTiny,Tiny Pile of BArTiMaEuSNeK Dust,false
dustTinyBabbitAlloy,1xitem.itemDustTinyBabbitAlloy@0,miscutils:itemDustTinyBabbitAlloy,Tiny Pile of Babbit Alloy Dust,false
dustTinyBandedIron,1xgt.metaitem.01@917,gregtech:gt.metaitem.01,Tiny Pile of Banded Iron Dust,false
dustTinyBarite,1xgt.metaitem.01@904,gregtech:gt.metaitem.01,Tiny Pile of Barite Dust,false
dustTinyBariteRa,1xitem.itemDustTinyBariteRa@0,miscutils:itemDustTinyBariteRa,Tiny Pile of Barite (Ra) Dust,false
dustTinyBarium,1xgt.metaitem.01@63,gregtech:gt.metaitem.01,Tiny Pile of Barium Dust,false
dustTinyBariumChloride,1xgt.bwMetaGenerateddustTiny@25022,bartworks:gt.bwMetaGenerateddustTiny,Tiny Pile of Barium Chloride Dust,false
dustTinyBasalt,1xgt.metaitem.01@844,gregtech:gt.metaitem.01,Tiny Pile of Basalt Dust,false
dustTinyBasalticMineralSand,1xgt.metaitem.01@935,gregtech:gt.metaitem.01,Tiny Pile of Basaltic Mineral Sand,false
dustTinyBastnasite,1xgt.metaitem.01@905,gregtech:gt.metaitem.01,Tiny Pile of Bastnasite Dust,false
dustTinyBastnasiteRareEarthOxides,1xgt.bwMetaGenerateddustTiny@11107,bartworks:gt.bwMetaGenerateddustTiny,Tiny Pile of Bastnasite Rare Earth Oxides Dust,false
dustTinyBastnasiteRarerEarthOxides,1xgt.bwMetaGenerateddustTiny@11113,bartworks:gt.bwMetaGenerateddustTiny,Tiny Pile of Bastnasite Rarer Earth Oxides Dust,false
dustTinyBatteryAlloy,1xgt.metaitem.01@315,gregtech:gt.metaitem.01,Tiny Pile of Battery Alloy Dust,false
dustTinyBauxite,1xgt.metaitem.01@822,gregtech:gt.metaitem.01,Tiny Pile of Bauxite Dust,false
dustTinyBauxiteSlag,1xgt.metaitem.01@413,gregtech:gt.metaitem.01,Tiny Pile of Bauxite Slag Dust,false
dustTinyBedrockium,1xgt.metaitem.01@395,gregtech:gt.metaitem.01,Tiny Pile of Bedrockium Dust,false
dustTinyBentonite,1xgt.metaitem.01@927,gregtech:gt.metaitem.01,Tiny Pile of Bentonite,false
dustTinyBerkelium,1xgt.bwMetaGenerateddustTiny@25089,bartworks:gt.bwMetaGenerateddustTiny,Tiny Pile of Berkelium Dust,false
dustTinyBeryllium,1xgt.metaitem.01@8,gregtech:gt.metaitem.01,Tiny Pile of Beryllium Dust,false
dustTinyBerylliumFluoride,1xitem.itemDustTinyBerylliumFluoride@0,miscutils:itemDustTinyBerylliumFluoride,Tiny Pile of Beryllium Fluoride Dust,false
dustTinyBerylliumHydroxide,1xitem.itemDustTinyBerylliumHydroxide@0,miscutils:itemDustTinyBerylliumHydroxide,Tiny Pile of Beryllium Hydroxide Dust,false
dustTinyBiotite,1xgt.metaitem.01@848,gregtech:gt.metaitem.01,Tiny Pile of Biotite Dust,false
dustTinyBismuth,1xgt.metaitem.01@90,gregtech:gt.metaitem.01,Tiny Pile of Bismuth Dust,false
dustTinyBismuthBronze,1xgt.metaitem.01@353,gregtech:gt.metaitem.01,Tiny Pile of Bismuth Bronze Dust,false
dustTinyBismuthIIIOxide,1xgt.metaitem.01@769,gregtech:gt.metaitem.01,Tiny Pile of Bismuth Oxide Dust,false
dustTinyBismuthTelluride,1xgt.bwMetaGenerateddustTiny@31,bartworks:gt.bwMetaGenerateddustTiny,Tiny Pile of Bismuth Telluride Dust,false
dustTinyBismuthinite,1xgt.bwMetaGenerateddustTiny@2,bartworks:gt.bwMetaGenerateddustTiny,Tiny Pile of Bismuthinite Dust,false
dustTinyBismutite,1xgt.bwMetaGenerateddustTiny@1,bartworks:gt.bwMetaGenerateddustTiny,Tiny Pile of Bismutite Dust,false
dustTinyBlackBronze,1xgt.metaitem.01@352,gregtech:gt.metaitem.01,Tiny Pile of Black Bronze Dust,false
dustTinyBlackDwarfMatter,1xgt.metaitem.01@586,gregtech:gt.metaitem.01,Tiny Pile of Black Dwarf Matter Dust,false
dustTinyBlackMetal,1xitem.itemDustTinyBlackMetal@0,miscutils:itemDustTinyBlackMetal,Tiny Pile of Black Metal Dust,false
dustTinyBlackPlutonium,1xgt.metaitem.01@388,gregtech:gt.metaitem.01,Tiny Pile of Black Plutonium Dust,false
dustTinyBlackSteel,1xgt.metaitem.01@334,gregtech:gt.metaitem.01,Tiny Pile of Black Steel Dust,false
dustTinyBlackTitanium,1xitem.itemDustTinyBlackTitanium@0,miscutils:itemDustTinyBlackTitanium,Tiny Pile of Black Titanium Dust,false
dustTinyBlaze,1xgt.metaitem.01@801,gregtech:gt.metaitem.01,Tiny Pile of Blaze Powder,false
dustTinyBlizz,1xgt.metaitem.01@851,gregtech:gt.metaitem.01,Tiny Pile of Blizz Dust,false
dustTinyBloodInfusedIron,1xgt.metaitem.01@977,gregtech:gt.metaitem.01,Tiny Pile of Blood Infused Iron Dust,false
dustTinyBloodSteel,1xitem.itemDustTinyBloodSteel@0,miscutils:itemDustTinyBloodSteel,Tiny Pile of Blood Steel Dust,false
dustTinyBlueAlloy,1xgt.metaitem.01@309,gregtech:gt.metaitem.01,Tiny Pile of Blue Alloy Dust,false
dustTinyBlueSteel,1xgt.metaitem.01@349,gregtech:gt.metaitem.01,Tiny Pile of Blue Steel Dust,false
dustTinyBlueTopaz,1xgt.metaitem.01@513,gregtech:gt.metaitem.01,Tiny Pile of Blue Topaz Dust,false
dustTinyBluestone,1xgt.metaitem.01@813,gregtech:gt.metaitem.01,Tiny Pile of Bluestone Dust,false
dustTinyBohrium,1xgt.bwMetaGenerateddustTiny@25078,bartworks:gt.bwMetaGenerateddustTiny,Tiny Pile of Bohrium Dust,false
dustTinyBone,1xgt.metaitem.01@806,gregtech:gt.metaitem.01,Tiny Pile of Bone Meal,false
dustTinyBorax,1xgt.metaitem.01@941,gregtech:gt.metaitem.01,Tiny Pile of Borax Dust,false
dustTinyBornite,1xgt.bwMetaGenerateddustTiny@14,bartworks:gt.bwMetaGenerateddustTiny,Tiny Pile of Bornite Dust,false
dustTinyBoron,1xgt.metaitem.01@9,gregtech:gt.metaitem.01,Tiny Pile of Boron Dust,false
dustTinyBoronTrioxide,1xgt.bwMetaGenerateddustTiny@11356,bartworks:gt.bwMetaGenerateddustTiny,Tiny Pile of Boron Trioxide Dust,false
dustTinyBoronTrioxide,1xgt.bwMetaGenerateddustTiny@25013,bartworks:gt.bwMetaGenerateddustTiny,Tiny Pile of Boron Trioxide Dust,false
dustTinyBorosilicateGlass,1xgt.metaitem.01@611,gregtech:gt.metaitem.01,Tiny Pile of Borosilicate Glass Dust,false
dustTinyBotaniaDragonstone,1xgt.metaitem.01@209,gregtech:gt.metaitem.01,Tiny Pile of Dragonstone Dust,false
dustTinyBotmium,1xitem.itemDustTinyBotmium@0,miscutils:itemDustTinyBotmium,Tiny Pile of Botmium Dust,false
