id,stackName,className
11243,Extended Mega Ultimate Battery Buffer,MTEBasicBatteryBuffer
11245,Maximum Battery Buffer,MTEBasicBatteryBuffer
11250,Extremely Ultimate Battery Buffer,MTEBasicBatteryBuffer
11251,Insanely Ultimate Battery Buffer,MTEBasicBatteryBuffer
11252,Mega Ultimate Battery Buffer,MTEBasicBatteryBuffer
11253,Extended Mega Ultimate Battery Buffer,MTEBasicBatteryBuffer
11255,Maximum Battery Buffer,MTEBasicBatteryBuffer
11260,Extremely Ultimate Battery Buffer,MTEBasicBatteryBuffer
11261,Insanely Ultimate Battery Buffer,MTEBasicBatteryBuffer
11262,Mega Ultimate Battery Buffer,MTEBasicBatteryBuffer
11263,Extended Mega Ultimate Battery Buffer,MTEBasicBatteryBuffer
11265,Maximum Battery Buffer,MTEBasicBatteryBuffer
11270,Extremely Ultimate Battery Buffer,MTEBasicBatteryBuffer
11271,Insanely Ultimate Battery Buffer,MTEBasicBatteryBuffer
11272,Mega Ultimate Battery Buffer,MTEBasicBatteryBuffer
11273,Extended Mega Ultimate Battery Buffer,MTEBasicBatteryBuffer
11275,Maximum Battery Buffer,MTEBasicBatteryBuffer
11280,Extremely Ultimate Battery Charger,MTECharger
11281,Insanely Ultimate Battery Charger,MTECharger
11282,Mega Ultimate Battery Charger,MTECharger
11283,Extended Mega Ultimate Battery Charger,MTECharger
11290,UEV Dynamo Hatch,MTEHatchDynamo
11291,UIV Dynamo Hatch,MTEHatchDynamo
11292,UMV Dynamo Hatch,MTEHatchDynamo
11293,UXV Dynamo Hatch,MTEHatchDynamo
11294,MAX Dynamo Hatch,MTEHatchDynamo
11300,UEV Energy Hatch,MTEHatchEnergy
11301,UIV Energy Hatch,MTEHatchEnergy
11302,UMV Energy Hatch,MTEHatchEnergy
11303,UXV Energy Hatch,MTEHatchEnergy
11304,MAX Energy Hatch,MTEHatchEnergy
11310,1x Bedrockium Wire,MTECable
11311,2x Bedrockium Wire,MTECable
11312,4x Bedrockium Wire,MTECable
11313,8x Bedrockium Wire,MTECable
11314,12x Bedrockium Wire,MTECable
11315,16x Bedrockium Wire,MTECable
11316,1x Bedrockium Cable,MTECable
11317,2x Bedrockium Cable,MTECable
11318,4x Bedrockium Cable,MTECable
11319,8x Bedrockium Cable,MTECable
11320,12x Bedrockium Cable,MTECable
11321,16x Bedrockium Cable,MTECable
11330,1x Draconium Wire,MTECable
11331,2x Draconium Wire,MTECable
11332,4x Draconium Wire,MTECable
11333,8x Draconium Wire,MTECable
11334,12x Draconium Wire,MTECable
11335,16x Draconium Wire,MTECable
11336,1x Draconium Cable,MTECable
11337,2x Draconium Cable,MTECable
11338,4x Draconium Cable,MTECable
11339,8x Draconium Cable,MTECable
11340,12x Draconium Cable,MTECable
11341,16x Draconium Cable,MTECable
11350,1x Nether Star Wire,MTECable
11351,2x Nether Star Wire,MTECable
11352,4x Nether Star Wire,MTECable
11353,8x Nether Star Wire,MTECable
11354,12x Nether Star Wire,MTECable
11355,16x Nether Star Wire,MTECable
11356,1x Nether Star Cable,MTECable
11357,2x Nether Star Cable,MTECable
11358,4x Nether Star Cable,MTECable
11359,8x Nether Star Cable,MTECable
11360,12x Nether Star Cable,MTECable
11361,16x Nether Star Cable,MTECable
11370,1x Quantium Wire,MTECable
11371,2x Quantium Wire,MTECable
11372,4x Quantium Wire,MTECable
11373,8x Quantium Wire,MTECable
11374,12x Quantium Wire,MTECable
11375,16x Quantium Wire,MTECable
11376,1x Quantium Cable,MTECable
11377,2x Quantium Cable,MTECable
11378,4x Quantium Cable,MTECable
11379,8x Quantium Cable,MTECable
11380,12x Quantium Cable,MTECable
11381,16x Quantium Cable,MTECable
11390,1x Black Plutonium Wire,MTECable
11391,2x Black Plutonium Wire,MTECable
11392,4x Black Plutonium Wire,MTECable
11393,8x Black Plutonium Wire,MTECable
11394,12x Black Plutonium Wire,MTECable
11395,16x Black Plutonium Wire,MTECable
11410,1x Awakened Draconium Wire,MTECable
11411,2x Awakened Draconium Wire,MTECable
11412,4x Awakened Draconium Wire,MTECable
11413,8x Awakened Draconium Wire,MTECable
11414,12x Awakened Draconium Wire,MTECable
11415,16x Awakened Draconium Wire,MTECable
11430,1x Infinity Wire,MTECable
11431,2x Infinity Wire,MTECable
11432,4x Infinity Wire,MTECable
11433,8x Infinity Wire,MTECable
11434,12x Infinity Wire,MTECable
11435,16x Infinity Wire,MTECable
11450,1x Trinium Wire,MTECable
11451,2x Trinium Wire,MTECable
11452,4x Trinium Wire,MTECable
11453,8x Trinium Wire,MTECable
11454,12x Trinium Wire,MTECable
11455,16x Trinium Wire,MTECable
11456,1x Trinium Cable,MTECable
11457,2x Trinium Cable,MTECable
11458,4x Trinium Cable,MTECable
11459,8x Trinium Cable,MTECable
11460,12x Trinium Cable,MTECable
11461,16x Trinium Cable,MTECable
11470,1x HSS-S Wire,MTECable
11471,2x HSS-S Wire,MTECable
11472,4x HSS-S Wire,MTECable
11473,8x HSS-S Wire,MTECable
11474,12x HSS-S Wire,MTECable
11475,16x HSS-S Wire,MTECable
11476,1x HSS-S Cable,MTECable
11477,2x HSS-S Cable,MTECable
11478,4x HSS-S Cable,MTECable
11479,8x HSS-S Cable,MTECable
11480,12x HSS-S Cable,MTECable
11481,16x HSS-S Cable,MTECable
11490,1x Electrical Steel Wire,MTECable
11491,2x Electrical Steel Wire,MTECable
11492,4x Electrical Steel Wire,MTECable
11493,8x Electrical Steel Wire,MTECable
11494,12x Electrical Steel Wire,MTECable
11495,16x Electrical Steel Wire,MTECable
11496,1x Electrical Steel Cable,MTECable
11497,2x Electrical Steel Cable,MTECable
11498,4x Electrical Steel Cable,MTECable
11499,8x Electrical Steel Cable,MTECable
11500,12x Electrical Steel Cable,MTECable
11501,16x Electrical Steel Cable,MTECable
11510,1x Energetic Alloy Wire,MTECable
11511,2x Energetic Alloy Wire,MTECable
11512,4x Energetic Alloy Wire,MTECable
11513,8x Energetic Alloy Wire,MTECable
11514,12x Energetic Alloy Wire,MTECable
11515,16x Energetic Alloy Wire,MTECable
11516,1x Energetic Alloy Cable,MTECable
11517,2x Energetic Alloy Cable,MTECable
11518,4x Energetic Alloy Cable,MTECable
11519,8x Energetic Alloy Cable,MTECable
11520,12x Energetic Alloy Cable,MTECable
11521,16x Energetic Alloy Cable,MTECable
11530,1x Vibrant Alloy Wire,MTECable
11531,2x Vibrant Alloy Wire,MTECable
11532,4x Vibrant Alloy Wire,MTECable
11533,8x Vibrant Alloy Wire,MTECable
11534,12x Vibrant Alloy Wire,MTECable
11535,16x Vibrant Alloy Wire,MTECable
11536,1x Vibrant Alloy Cable,MTECable
11537,2x Vibrant Alloy Cable,MTECable
11538,4x Vibrant Alloy Cable,MTECable
11539,8x Vibrant Alloy Cable,MTECable
11540,12x Vibrant Alloy Cable,MTECable
11541,16x Vibrant Alloy Cable,MTECable
11550,1x Melodic Alloy Wire,MTECable
11551,2x Melodic Alloy Wire,MTECable
11552,4x Melodic Alloy Wire,MTECable
11553,8x Melodic Alloy Wire,MTECable
11554,12x Melodic Alloy Wire,MTECable
11555,16x Melodic Alloy Wire,MTECable
11556,1x Melodic Alloy Cable,MTECable
11557,2x Melodic Alloy Cable,MTECable
11558,4x Melodic Alloy Cable,MTECable
11559,8x Melodic Alloy Cable,MTECable
11560,12x Melodic Alloy Cable,MTECable
11561,16x Melodic Alloy Cable,MTECable
11570,1x Stellar Alloy Wire,MTECable
11571,2x Stellar Alloy Wire,MTECable
11572,4x Stellar Alloy Wire,MTECable
11573,8x Stellar Alloy Wire,MTECable
11574,12x Stellar Alloy Wire,MTECable
11575,16x Stellar Alloy Wire,MTECable
11576,1x Stellar Alloy Cable,MTECable
11577,2x Stellar Alloy Cable,MTECable
11578,4x Stellar Alloy Cable,MTECable
11579,8x Stellar Alloy Cable,MTECable
11580,12x Stellar Alloy Cable,MTECable
11581,16x Stellar Alloy Cable,MTECable
11590,1x HSS-E Wire,MTECable
11591,2x HSS-E Wire,MTECable
11592,4x HSS-E Wire,MTECable
11593,8x HSS-E Wire,MTECable
11594,12x HSS-E Wire,MTECable
11595,16x HSS-E Wire,MTECable
11596,1x HSS-E Cable,MTECable
11597,2x HSS-E Cable,MTECable
11598,4x HSS-E Cable,MTECable
11599,8x HSS-E Cable,MTECable
11600,12x HSS-E Cable,MTECable
11601,16x HSS-E Cable,MTECable
11610,1x Osmiridium Wire,MTECable
11611,2x Osmiridium Wire,MTECable
11612,4x Osmiridium Wire,MTECable
11613,8x Osmiridium Wire,MTECable
11614,12x Osmiridium Wire,MTECable
11615,16x Osmiridium Wire,MTECable
11616,1x Osmiridium Cable,MTECable
11617,2x Osmiridium Cable,MTECable
11618,4x Osmiridium Cable,MTECable
11619,8x Osmiridium Cable,MTECable
11620,12x Osmiridium Cable,MTECable
11621,16x Osmiridium Cable,MTECable
11910,Extremely Ultimate Hi-Amp Transformer,MTETransformerHiAmp
11911,Insanely Ultimate Hi-Amp Transformer,MTETransformerHiAmp
11912,Mega Ultimate Hi-Amp Transformer,MTETransformerHiAmp
11913,Extended Mega Ultimate Hi-Amp Transformer,MTETransformerHiAmp
11989,Highly Ultimate Hi-Amp Transformer,MTETransformerHiAmp
12000,Ultra Low Voltage Power Transformer,MTEWetTransformer
12001,Low Voltage Power Transformer,MTEWetTransformer
12002,Medium Voltage Power Transformer,MTEWetTransformer
12003,High Voltage Power Transformer,MTEWetTransformer
12004,Extreme Power Transformer,MTEWetTransformer
12005,Insane Power Transformer,MTEWetTransformer
12006,Ludicrous Power Transformer,MTEWetTransformer
12007,ZPM Voltage Power Transformer,MTEWetTransformer
12008,Ultimate Power Transformer,MTEWetTransformer
12009,Highly Ultimate Power Transformer,MTEWetTransformer
12010,Extremely Ultimate Power Transformer,MTEWetTransformer
12011,Insanely Ultimate Power Transformer,MTEWetTransformer
12012,Mega Ultimate Power Transformer,MTEWetTransformer
12013,Extended Mega Ultimate Power Transformer,MTEWetTransformer
12020,Electric Air Filter T1,MTEAirFilter1
12021,Electric Air Filter T2,MTEAirFilter2
12022,Electric Air Filter T3,MTEAirFilter3
12040,Ultra Low Voltage Turbo Charger,MTETurboCharger
12041,Low Voltage Turbo Charger,MTETurboCharger
12042,Medium Voltage Turbo Charger,MTETurboCharger
12043,High Voltage Turbo Charger,MTETurboCharger
12044,Extreme Voltage Turbo Charger,MTETurboCharger
12045,Insane Voltage Turbo Charger,MTETurboCharger
12046,Ludicrous Voltage Turbo Charger,MTETurboCharger
12047,ZPM Voltage Turbo Charger,MTETurboCharger
12048,Ultimate Voltage Turbo Charger,MTETurboCharger
12049,Highly Ultimate Voltage Turbo Charger,MTETurboCharger
12060,Ultra High Voltage Chest Buffer,MTEChestBuffer
12061,UIV Voltage Chest Buffer,MTEChestBuffer
12062,UMV Voltage Chest Buffer,MTEChestBuffer
12070,Name Remover,MTENameRemover
12080,Cryogenic Magma Solidifier R-9200,MTERockBreaker
12081,Cryogenic Magma Solidifier R-10200,MTERockBreaker
12082,Cryogenic Magma Solidifier R-11200,MTERockBreaker
12083,Cryogenic Magma Solidifier R-12200,MTERockBreaker
12084,Cryogenic Magma Solidifier R-13200,MTERockBreaker
12085,Cryogenic Magma Solidifier R-14200,MTERockBreaker
12086,Cryogenic Magma Solidifier R-15200,MTERockBreaker
12090,Ultimate Circuit Assembling Machine,MTEBasicMachineWithRecipe
12091,Ultimate Circuit Assembling Machine II,MTEBasicMachineWithRecipe
12092,Ultimate Circuit Assembling Machine III,MTEBasicMachineWithRecipe
12093,Ultimate Circuit Assembling Machine IV,MTEBasicMachineWithRecipe
12094,Ultimate Circuit Assembling Machine V,MTEBasicMachineWithRecipe
12096,MAX Circuit Assembling Machine,MTEBasicMachineWithRecipe
12097,Input Hatch (UEV),MTEHatchInput
12098,Input Hatch (UIV),MTEHatchInput
12099,Input Hatch (UMV),MTEHatchInput
12100,Input Hatch (UXV),MTEHatchInput
12102,Input Hatch (MAX),MTEHatchInput
12103,Output Hatch (UEV),MTEHatchOutput
12104,Output Hatch (UIV),MTEHatchOutput
12105,Output Hatch (UMV),MTEHatchOutput
12106,Output Hatch (UXV),MTEHatchOutput
12108,Output Hatch (MAX),MTEHatchOutput
12109,Void Hatch,MTEHatchVoid
12110,Void Bus,MTEHatchVoidBus
12501,Basic Crop Gene Extractor,CropGeneExtractor
12502,Advanced Crop Gene Extractor I,CropGeneExtractor
12503,Advanced Crop Gene Extractor II,CropGeneExtractor
12504,Advanced Crop Gene Extractor III,CropGeneExtractor
12505,Advanced Crop Gene Extractor IV,CropGeneExtractor
12506,Advanced Crop Gene Extractor V,CropGeneExtractor
12507,Advanced Crop Gene Extractor VI,CropGeneExtractor
12508,Advanced Crop Gene Extractor VII,CropGeneExtractor
12509,Advanced Crop Gene Extractor VIII,CropGeneExtractor
12510,Basic Crop Replicator,CropReplicator
12511,Advanced Crop Replicator I,CropReplicator
12512,Advanced Crop Replicator II,CropReplicator
12513,Advanced Crop Replicator III,CropReplicator
12514,Advanced Crop Replicator IV,CropReplicator
12515,Advanced Crop Replicator V,CropReplicator
12516,Advanced Crop Replicator VI,CropReplicator
12517,Advanced Crop Replicator VII,CropReplicator
12518,Advanced Crop Replicator VIII,CropReplicator
12519,Basic Crop Synthesiser,CropSynthesiser
12520,Advanced Crop Synthesiser I,CropSynthesiser
12521,Advanced Crop Synthesiser II,CropSynthesiser
12522,Advanced Crop Synthesiser III,CropSynthesiser
12523,Advanced Crop Synthesiser IV,CropSynthesiser
12524,Advanced Crop Synthesiser V,CropSynthesiser
12525,Advanced Crop Synthesiser VI,CropSynthesiser
12526,Advanced Crop Synthesiser VII,CropSynthesiser
12527,Advanced Crop Synthesiser VIII,CropSynthesiser
12528,Basic CropWeedPicker,CropWeedPicker
12600,L.E.S.U.,MTELESU
12601,Energy Distributor ULV,MTEEnergyDistributor
12602,Energy Distributor LV,MTEEnergyDistributor
12603,Energy Distributor MV,MTEEnergyDistributor
12604,Energy Distributor HV,MTEEnergyDistributor
12605,Energy Distributor EV,MTEEnergyDistributor
12606,Energy Distributor IV,MTEEnergyDistributor
12607,Energy Distributor LuV,MTEEnergyDistributor
12608,Energy Distributor ZPM,MTEEnergyDistributor
12609,Energy Distributor UV,MTEEnergyDistributor
12610,Energy Distributor UHV,MTEEnergyDistributor
12611,Energy Distributor UEV,MTEEnergyDistributor
12612,Energy Distributor UIV,MTEEnergyDistributor
12613,Energy Distributor UMV,MTEEnergyDistributor
12614,Energy Distributor UXV,MTEEnergyDistributor
12615,Energy Distributor MAX,MTEEnergyDistributor
12617,Cable Diode 2A ULV,MTEDiode
12618,Cable Diode 2A LV,MTEDiode
12619,Cable Diode 2A MV,MTEDiode
12620,Cable Diode 2A HV,MTEDiode
12621,Cable Diode 2A EV,MTEDiode
12622,Cable Diode 2A IV,MTEDiode
12623,Cable Diode 2A LuV,MTEDiode
12624,Cable Diode 2A ZPM,MTEDiode
12625,Cable Diode 2A UV,MTEDiode
12626,Cable Diode 2A UHV,MTEDiode
12627,Cable Diode 2A UEV,MTEDiode
12628,Cable Diode 2A UIV,MTEDiode
12629,Cable Diode 2A UMV,MTEDiode
12630,Cable Diode 2A UXV,MTEDiode
12631,Cable Diode 2A MAX,MTEDiode
12633,Cable Diode 4A ULV,MTEDiode
12634,Cable Diode 4A LV,MTEDiode
12635,Cable Diode 4A MV,MTEDiode
12636,Cable Diode 4A HV,MTEDiode
12637,Cable Diode 4A EV,MTEDiode
12638,Cable Diode 4A IV,MTEDiode
12639,Cable Diode 4A LuV,MTEDiode
12640,Cable Diode 4A ZPM,MTEDiode
12641,Cable Diode 4A UV,MTEDiode
12642,Cable Diode 4A UHV,MTEDiode
12643,Cable Diode 4A UEV,MTEDiode
12644,Cable Diode 4A UIV,MTEDiode
12645,Cable Diode 4A UMV,MTEDiode
12646,Cable Diode 4A UXV,MTEDiode
12647,Cable Diode 4A MAX,MTEDiode
12649,Cable Diode 8A ULV,MTEDiode
12650,Cable Diode 8A LV,MTEDiode
12651,Cable Diode 8A MV,MTEDiode
12652,Cable Diode 8A HV,MTEDiode
12653,Cable Diode 8A EV,MTEDiode
12654,Cable Diode 8A IV,MTEDiode
12655,Cable Diode 8A LuV,MTEDiode
12656,Cable Diode 8A ZPM,MTEDiode
12657,Cable Diode 8A UV,MTEDiode
12658,Cable Diode 8A UHV,MTEDiode
12659,Cable Diode 8A UEV,MTEDiode
12660,Cable Diode 8A UIV,MTEDiode
12661,Cable Diode 8A UMV,MTEDiode
12662,Cable Diode 8A UXV,MTEDiode
12663,Cable Diode 8A MAX,MTEDiode
12665,Cable Diode 12A ULV,MTEDiode
12666,Cable Diode 12A LV,MTEDiode
12667,Cable Diode 12A MV,MTEDiode
12668,Cable Diode 12A HV,MTEDiode
12669,Cable Diode 12A EV,MTEDiode
12670,Cable Diode 12A IV,MTEDiode
12671,Cable Diode 12A LuV,MTEDiode
12672,Cable Diode 12A ZPM,MTEDiode
12673,Cable Diode 12A UV,MTEDiode
12674,Cable Diode 12A UHV,MTEDiode
12675,Cable Diode 12A UEV,MTEDiode
12676,Cable Diode 12A UIV,MTEDiode
12677,Cable Diode 12A UMV,MTEDiode
12678,Cable Diode 12A UXV,MTEDiode
12679,Cable Diode 12A MAX,MTEDiode
12681,Cable Diode 16A ULV,MTEDiode
12682,Cable Diode 16A LV,MTEDiode
12683,Cable Diode 16A MV,MTEDiode
12684,Cable Diode 16A HV,MTEDiode
12685,Cable Diode 16A EV,MTEDiode
12686,Cable Diode 16A IV,MTEDiode
12687,Cable Diode 16A LuV,MTEDiode
12688,Cable Diode 16A ZPM,MTEDiode
12689,Cable Diode 16A UV,MTEDiode
12690,Cable Diode 16A UHV,MTEDiode
12691,Cable Diode 16A UEV,MTEDiode
12692,Cable Diode 16A UIV,MTEDiode
12693,Cable Diode 16A UMV,MTEDiode
12694,Cable Diode 16A UXV,MTEDiode
12695,Cable Diode 16A MAX,MTEDiode
12697,Manual Transformer,MTEManualTrafo
12698,Windmill,MTEWindmill
12699,Bio Lab,MTEBioLab
12700,Bio Lab,MTEBioLab
12701,Bio Lab,MTEBioLab
12702,Bio Lab,MTEBioLab
12703,Bio Lab,MTEBioLab
12704,Bio Lab,MTEBioLab
12705,Bio Lab,MTEBioLab
12706,Bio Lab,MTEBioLab
12707,Bio Lab,MTEBioLab
12708,Bio Lab,MTEBioLab
12712,Bacterial Vat,MTEBioVat
12713,Radio Hatch,MTERadioHatch
12714,EV Radio Hatch,MTERadioHatch
12715,IV Radio Hatch,MTERadioHatch
12716,LuV Radio Hatch,MTERadioHatch
12717,ZPM Radio Hatch,MTERadioHatch
12718,UV Radio Hatch,MTERadioHatch
12726,Acid Generator MV,MTEAcidGenerator
12727,Acid Generator HV,MTEAcidGenerator
12728,Acid Generator EV,MTEAcidGenerator
12729,Deep Earth Heating Pump,MTEDeepEarthHeatingPump
12730,Mega Electric Blast Furnace,MTEMegaBlastFurnace
12731,Mega Vacuum Freezer,MTEMegaVacuumFreezer
12732,Large Naquadah Reactor,MTEMultiNqGenerator
12733,Thorium High Temperature Reactor,MTEThoriumHighTempReactor
12734,Electric Implosion Compressor,MTEElectricImplosionCompressor
12735,Circuit Assembly Line,MTECircuitAssemblyLine
12736,Liquid Air Fluid Hatch,MTECompressedFluidHatch
12737,Giant Output Hatch,MTEGiantOutputHatch
12738,Mega Distillation Tower,MTEMegaDistillTower
12739,Void Miner III,VMUV
12740,Void Miner II,VMZPM
12741,Void Miner I,VMLUV
12791,High Temperature Gas-cooled Reactor,MTEHighTempGasCooledReactor
12792,Extreme Industrial Greenhouse,MTEExtremeIndustrialGreenhouse
12793,Acid Generator LV,MTEAcidGenerator
12799,Humongous Input Hatch,MTEHumongousInputHatch
12800,Creative Debug Scanner,MTECreativeScanner
13001,Research Completer,MTEResearchCompleter
13101,Solid-Oxide Fuel Cell Mk I,MTESOFuelCellMK1
13102,Solid-Oxide Fuel Cell Mk II,MTESOFuelCellMK2
13104,T.F.F.T,MTETankTFFT
13106,Lapotronic Supercapacitor,MTELapotronicSuperCapacitor
13109,T.F.F.T Multi I/O Hatch,MTEHatchTFFT
13115,Miniature Wormhole Generator,MTEWormholeGenerator
13366,Mega Chemical Reactor,MTEMegaChemicalReactor
13367,Mega Oil Cracker,MTEMegaOilCracker
13532,Advanced Assembly Line,MTEAdvAssLine
13533,Linked Input Bus,MTELinkedInputBus
13534,Basic Tool Casting Machine,MTEBasicMachineWithRecipe
13535,Advanced Tool Casting Machine,MTEBasicMachineWithRecipe
13536,Master Tool Casting Machine,MTEBasicMachineWithRecipe
14001,Dyson Swarm Ground Unit,TileEntityDysonSwarm
14002,Planetary Gas Siphon,TileEntityPlanetaryGasSiphon
14003,Space Elevator,TileEntitySpaceElevator
14004,Space Assembler Module MK-I,TileEntityModuleAssemblerT1
14005,Space Assembler Module MK-II,TileEntityModuleAssemblerT2
14006,Space Assembler Module MK-III,TileEntityModuleAssemblerT3
14007,Space Mining Module MK-I,TileEntityModuleMinerT1
14008,Space Mining Module MK-II,TileEntityModuleMinerT2
14009,Space Mining Module MK-III,TileEntityModuleMinerT3
14010,Space Pumping Module MK-I,TileEntityModulePumpT1
14011,Space Pumping Module MK-II,TileEntityModulePumpT2
14012,Space Project Manager,TileEntityModuleManager
14013,Space Research Module,TileEntityModuleResearch
14014,Space Pumping Module MK-III,TileEntityModulePumpT3
14101,Large Molecular Assembler,MTELargeMolecularAssembler
14201,Extreme Entity Crusher,MTEExtremeEntityCrusher
14202,Industrial Apicultural Acclimatiser and Drone Domestication Station,MTEMegaIndustrialApiary
14301,Basic Electric Jukebox,MTEBetterJukebox
14302,Advanced Electric Jukebox,MTEBetterJukebox
14303,Advanced Electric Jukebox II,MTEBetterJukebox
14304,Extreme Music Mixer,MTEBetterJukebox
14305,Duke Mix'em 3D,MTEBetterJukebox
15040,Energized Wireless Dynamo Hatch,MTEHatchWirelessDynamoMulti
15065,EV 4A Wireless Energy Hatch,MTEHatchWirelessMulti
15066,EV 16A Wireless Energy Hatch,MTEHatchWirelessMulti
15067,EV 64A Wireless Energy Hatch,MTEHatchWirelessMulti
15068,IV 4A Wireless Energy Hatch,MTEHatchWirelessMulti
15069,IV 16A Wireless Energy Hatch,MTEHatchWirelessMulti
15070,IV 64A Wireless Energy Hatch,MTEHatchWirelessMulti
15071,LuV 4A Wireless Energy Hatch,MTEHatchWirelessMulti
15072,LuV 16A Wireless Energy Hatch,MTEHatchWirelessMulti
15073,LuV 64A Wireless Energy Hatch,MTEHatchWirelessMulti
15074,ZPM 4A Wireless Energy Hatch,MTEHatchWirelessMulti
15075,ZPM 16A Wireless Energy Hatch,MTEHatchWirelessMulti
15076,ZPM 64A Wireless Energy Hatch,MTEHatchWirelessMulti
15077,UV 4A Wireless Energy Hatch,MTEHatchWirelessMulti
15078,UV 16A Wireless Energy Hatch,MTEHatchWirelessMulti
15079,UV 64A Wireless Energy Hatch,MTEHatchWirelessMulti
15080,UHV 4A Wireless Energy Hatch,MTEHatchWirelessMulti
15081,UHV 16A Wireless Energy Hatch,MTEHatchWirelessMulti
15082,UHV 64A Wireless Energy Hatch,MTEHatchWirelessMulti
15083,UEV 4A Wireless Energy Hatch,MTEHatchWirelessMulti
15084,UEV 16A Wireless Energy Hatch,MTEHatchWirelessMulti
15085,UEV 64A Wireless Energy Hatch,MTEHatchWirelessMulti
15086,UIV 4A Wireless Energy Hatch,MTEHatchWirelessMulti
15087,UIV 16A Wireless Energy Hatch,MTEHatchWirelessMulti
15088,UIV 64A Wireless Energy Hatch,MTEHatchWirelessMulti
15089,UMV 4A Wireless Energy Hatch,MTEHatchWirelessMulti
15090,UMV 16A Wireless Energy Hatch,MTEHatchWirelessMulti
15091,UMV 64A Wireless Energy Hatch,MTEHatchWirelessMulti
15092,UXV 4A Wireless Energy Hatch,MTEHatchWirelessMulti
15093,UXV 16A Wireless Energy Hatch,MTEHatchWirelessMulti
15094,UXV 64A Wireless Energy Hatch,MTEHatchWirelessMulti
15095,MAX 4A Wireless Energy Hatch,MTEHatchWirelessMulti
15096,MAX 16A Wireless Energy Hatch,MTEHatchWirelessMulti
15097,MAX 64A Wireless Energy Hatch,MTEHatchWirelessMulti
15100,IV 4A Energy Hatch,MTEHatchEnergyMulti
15101,LuV 4A Energy Hatch,MTEHatchEnergyMulti
15102,ZPM 4A Energy Hatch,MTEHatchEnergyMulti
15103,UV 4A Energy Hatch,MTEHatchEnergyMulti
15104,UHV 4A Energy Hatch,MTEHatchEnergyMulti
15105,UEV 4A Energy Hatch,MTEHatchEnergyMulti
15106,UIV 4A Energy Hatch,MTEHatchEnergyMulti
15107,UMV 4A Energy Hatch,MTEHatchEnergyMulti
15108,UXV 4A Energy Hatch,MTEHatchEnergyMulti
15109,EV 4A Energy Hatch,MTEHatchEnergyMulti
15110,IV 16A Energy Hatch,MTEHatchEnergyMulti
15111,LuV 16A Energy Hatch,MTEHatchEnergyMulti
15112,ZPM 16A Energy Hatch,MTEHatchEnergyMulti
15113,UV 16A Energy Hatch,MTEHatchEnergyMulti
15114,UHV 16A Energy Hatch,MTEHatchEnergyMulti
15115,UEV 16A Energy Hatch,MTEHatchEnergyMulti
15116,UIV 16A Energy Hatch,MTEHatchEnergyMulti
15117,UMV 16A Energy Hatch,MTEHatchEnergyMulti
15118,UXV 16A Energy Hatch,MTEHatchEnergyMulti
15119,EV 16A Energy Hatch,MTEHatchEnergyMulti
15120,IV 64A Energy Hatch,MTEHatchEnergyMulti
15121,LuV 64A Energy Hatch,MTEHatchEnergyMulti
15122,ZPM 64A Energy Hatch,MTEHatchEnergyMulti
15123,UV 64A Energy Hatch,MTEHatchEnergyMulti
15124,UHV 64A Energy Hatch,MTEHatchEnergyMulti
15125,UEV 64A Energy Hatch,MTEHatchEnergyMulti
15126,UIV 64A Energy Hatch,MTEHatchEnergyMulti
15127,UMV 64A Energy Hatch,MTEHatchEnergyMulti
15128,UXV 64A Energy Hatch,MTEHatchEnergyMulti
15129,EV 64A Energy Hatch,MTEHatchEnergyMulti
15130,IV 256A Laser Target Hatch,MTEHatchEnergyTunnel
15131,LuV 256A Laser Target Hatch,MTEHatchEnergyTunnel
15132,ZPM 256A Laser Target Hatch,MTEHatchEnergyTunnel
15133,UV 256A Laser Target Hatch,MTEHatchEnergyTunnel
15134,UHV 256A Laser Target Hatch,MTEHatchEnergyTunnel
15135,UEV 256A Laser Target Hatch,MTEHatchEnergyTunnel
15136,UIV 256A Laser Target Hatch,MTEHatchEnergyTunnel
15137,UMV 256A Laser Target Hatch,MTEHatchEnergyTunnel
15138,UXV 256A Laser Target Hatch,MTEHatchEnergyTunnel
15140,"IV 1,024A Laser Target Hatch",MTEHatchEnergyTunnel
15141,"LuV 1,024A Laser Target Hatch",MTEHatchEnergyTunnel
15142,"ZPM 1,024A Laser Target Hatch",MTEHatchEnergyTunnel
15143,"UV 1,024A Laser Target Hatch",MTEHatchEnergyTunnel
15144,"UHV 1,024A Laser Target Hatch",MTEHatchEnergyTunnel
15145,"UEV 1,024A Laser Target Hatch",MTEHatchEnergyTunnel
15146,"UIV 1,024A Laser Target Hatch",MTEHatchEnergyTunnel
15147,"UMV 1,024A Laser Target Hatch",MTEHatchEnergyTunnel
15148,"UXV 1,024A Laser Target Hatch",MTEHatchEnergyTunnel
15150,"IV 4,096A Laser Target Hatch",MTEHatchEnergyTunnel
15151,"LuV 4,096A Laser Target Hatch",MTEHatchEnergyTunnel
15152,"ZPM 4,096A Laser Target Hatch",MTEHatchEnergyTunnel
15153,"UV 4,096A Laser Target Hatch",MTEHatchEnergyTunnel
15154,"UHV 4,096A Laser Target Hatch",MTEHatchEnergyTunnel
15155,"UEV 4,096A Laser Target Hatch",MTEHatchEnergyTunnel
15156,"UIV 4,096A Laser Target Hatch",MTEHatchEnergyTunnel
